Wild Spring Chinook,Wild Fall Chinook,Hatchery Spring Chinook,Hatchery Fall Chinook,Wild Summer Steelhead,Wild Winter Steelhead,Wild Winter-Late Steelhead,Hatchery Summer Steelhead,Hatchery Winter Steelhead,Hatchery Winter-Late Steelhead,Wild Type S Coho,Wild Type N Coho,Hatchery Type S Coho,Hatchery Type N Coho
151,266,147,246,181,095,102,188,012,097,275,308,275,303
151,266,147,246,181,096,102,188,012,097,275,308,275,303
151,266,147,246,181,096,102,188,012,097,275,308,275,303
151,266,147,246,181,096,102,188,012,097,275,308,275,303
151,266,147,246,181,096,102,188,012,097,275,308,275,303
151,266,147,246,181,096,102,188,012,097,275,308,275,303
151,266,147,246,181,096,103,188,012,097,275,308,275,303
151,267,147,246,181,096,103,188,012,097,275,308,275,303
151,267,147,246,181,096,104,188,012,097,275,308,275,303
151,267,147,246,181,096,104,188,012,097,275,308,276,303
151,267,147,246,181,096,104,188,012,097,275,308,276,303
151,267,147,246,181,096,104,188,012,097,275,308,276,303
151,267,147,246,181,096,104,188,012,097,276,308,276,303
151,267,147,246,181,096,104,188,012,097,276,308,276,303
151,267,147,247,181,097,104,188,012,097,276,308,276,303
151,267,147,247,181,097,104,188,012,097,276,308,276,303
151,267,147,247,181,098,104,188,012,098,276,308,276,303
151,267,148,247,182,098,104,188,012,098,276,308,276,304
151,267,148,247,182,098,104,188,012,098,276,308,276,304
151,267,148,247,182,098,104,188,012,098,276,308,276,304
151,267,148,247,182,098,104,188,012,098,276,308,276,304
152,267,148,247,182,098,105,188,012,098,276,308,276,304
152,267,148,247,182,098,105,188,012,098,276,308,276,304
152,267,148,247,182,098,105,188,012,098,276,308,276,304
152,267,148,247,182,098,105,188,012,098,276,308,276,304
152,267,148,247,182,098,105,188,012,098,276,308,276,304
152,267,148,247,182,098,105,188,012,098,276,308,276,304
152,267,148,247,182,098,105,188,012,098,276,308,276,304
152,267,148,247,182,098,105,189,012,098,276,308,276,304
152,267,148,247,182,099,105,189,012,098,276,308,276,304
152,267,148,247,182,099,105,189,012,098,276,308,276,304
152,267,148,247,182,099,105,189,012,098,276,308,276,304
152,267,148,247,182,099,105,189,012,098,276,308,276,304
152,267,148,247,182,099,105,189,012,099,276,308,276,304
152,268,148,247,182,099,105,189,012,099,276,308,276,304
152,268,148,247,182,099,105,189,012,099,276,308,276,304
152,268,148,247,182,099,105,189,012,099,278,308,276,304
152,268,148,247,182,100,105,189,012,099,278,309,276,304
152,268,148,247,182,100,105,189,012,099,278,309,276,304
152,268,148,247,182,100,105,189,013,099,278,309,276,304
152,268,148,247,182,100,105,189,013,099,278,309,276,304
152,268,148,247,182,100,106,189,013,099,278,309,276,304
152,268,148,247,182,100,106,189,013,099,278,309,276,304
152,268,148,247,182,100,106,189,013,099,278,309,276,304
152,268,149,247,182,100,106,189,013,099,278,309,276,304
152,268,149,247,182,100,106,189,013,099,278,309,276,304
152,268,149,247,182,100,106,189,013,100,278,309,276,304
152,268,149,247,183,100,106,189,013,100,278,309,276,304
152,268,149,247,183,100,106,189,013,100,278,309,276,304
152,268,149,247,183,100,106,189,013,100,278,309,276,304
152,268,149,247,183,100,106,190,013,100,278,309,276,304
152,268,149,247,183,100,107,190,013,100,278,309,276,304
152,268,149,247,183,100,107,190,013,100,278,309,276,305
152,268,149,247,183,100,107,190,013,100,278,309,276,305
152,268,149,247,184,100,107,190,013,100,278,309,276,305
152,268,149,247,184,100,107,190,013,100,278,309,276,305
152,268,149,247,184,100,107,190,013,101,278,309,276,305
152,268,149,248,184,100,107,190,013,101,278,309,276,305
152,268,149,248,184,100,108,190,013,101,278,309,276,305
152,268,149,248,184,100,108,190,013,101,278,310,276,305
153,268,149,248,184,101,108,190,013,101,278,310,276,305
153,268,150,248,184,101,108,190,013,101,278,310,276,305
153,268,150,248,184,101,108,190,013,101,278,310,276,305
153,268,150,248,184,101,108,190,013,101,278,310,276,305
153,268,150,248,184,101,108,190,013,101,278,310,276,305
153,268,150,248,184,101,108,190,013,101,278,310,276,305
153,268,150,248,184,101,108,190,013,101,278,310,276,305
153,268,150,248,184,101,108,190,013,101,278,310,276,305
153,268,150,248,184,101,109,190,013,101,278,310,276,305
153,268,150,248,184,101,109,190,013,101,278,310,276,305
153,268,150,248,184,101,109,190,013,101,278,310,276,305
153,268,150,248,184,101,109,190,013,101,278,310,276,305
153,268,150,248,184,101,109,190,013,101,278,310,276,305
153,268,150,248,184,101,109,190,013,101,278,310,276,305
153,268,150,248,184,101,109,190,013,101,278,310,276,305
153,268,150,248,184,101,109,190,013,101,278,310,276,305
153,268,150,248,185,101,109,190,013,101,278,310,276,305
153,268,150,248,185,101,109,190,013,101,278,310,276,305
153,268,150,248,185,101,109,190,013,101,278,310,276,305
153,268,150,248,185,101,109,190,013,101,278,310,276,305
153,268,150,248,185,101,109,190,013,101,278,310,276,305
153,268,150,248,185,101,109,190,013,102,279,310,276,305
153,268,150,248,186,101,109,190,013,102,279,310,276,305
153,268,150,248,186,101,109,191,013,102,279,310,276,305
153,268,150,248,186,101,109,191,013,102,279,310,276,305
153,268,150,248,186,102,109,191,014,102,279,310,276,305
153,268,150,248,186,102,109,191,014,102,279,310,276,305
153,268,150,248,186,102,109,191,014,102,279,310,276,305
153,268,150,248,186,102,109,191,014,102,279,310,276,305
153,268,150,248,186,102,109,191,014,102,279,310,276,305
154,269,150,248,186,102,109,191,014,102,279,310,276,305
154,269,150,248,186,102,109,191,014,102,279,310,276,305
154,269,150,248,186,102,109,191,014,102,279,310,276,305
154,269,150,248,186,102,109,191,014,102,279,310,276,305
154,269,150,248,186,102,109,191,014,102,279,310,276,305
154,269,151,248,186,102,109,191,014,102,279,310,276,305
154,269,151,248,186,102,109,191,014,102,279,310,276,306
154,269,151,248,186,102,109,191,014,103,279,310,276,306
154,269,151,248,186,102,109,191,014,104,279,310,276,306
154,269,151,248,187,102,109,191,014,104,279,310,276,306
154,269,151,248,187,102,109,191,014,104,279,310,276,306
154,269,151,248,187,102,109,191,014,104,279,310,276,306
154,269,151,248,187,102,110,191,014,104,279,310,276,306
154,269,151,249,187,102,110,191,014,104,279,310,276,306
154,269,151,249,187,102,110,191,014,104,279,310,276,306
154,269,151,249,187,102,110,191,014,104,279,310,276,306
154,270,151,249,187,102,110,191,014,104,279,310,277,306
154,270,151,249,187,102,110,191,014,104,279,310,277,306
154,270,151,249,187,103,110,191,014,104,279,310,277,306
154,270,151,249,187,103,111,191,014,104,279,310,277,306
154,270,151,249,187,103,111,191,014,104,279,310,277,306
154,270,151,249,187,103,111,191,014,105,279,310,277,306
154,270,151,249,187,103,111,192,014,105,279,310,277,306
154,270,151,249,187,103,111,192,014,105,279,310,277,306
154,270,151,249,187,103,111,192,014,105,279,310,277,306
154,270,151,249,187,103,111,192,014,105,279,310,277,306
154,270,151,249,187,103,111,192,014,105,279,310,277,306
154,270,151,249,187,103,111,192,014,105,279,310,277,306
154,270,152,249,187,103,111,192,014,105,279,310,277,306
154,270,152,249,187,103,111,192,014,105,279,310,277,306
154,270,152,249,187,103,111,192,014,105,279,310,277,306
154,270,152,249,187,103,111,192,014,106,279,310,277,306
154,270,152,249,187,103,111,192,014,106,279,310,277,306
154,270,152,249,187,103,111,192,014,106,279,310,278,306
154,270,152,249,187,103,111,192,014,106,279,310,278,306
154,270,152,249,187,103,111,192,014,106,279,310,278,306
154,270,152,249,187,103,111,192,014,106,279,310,278,306
154,270,152,249,187,103,112,192,014,106,279,310,278,306
154,270,152,249,187,103,112,192,014,106,279,310,278,306
155,270,152,249,188,103,112,192,014,106,279,310,278,306
155,270,152,249,188,103,112,192,014,107,279,310,278,306
155,271,152,249,188,103,112,192,014,107,279,310,278,306
155,271,152,249,188,103,112,192,014,107,279,311,278,306
155,271,152,249,188,103,112,192,014,107,279,311,278,306
155,271,152,249,188,103,112,193,014,107,279,311,278,306
155,271,152,249,188,103,112,193,014,107,279,311,278,306
155,271,152,249,188,103,112,193,014,107,279,311,278,306
155,271,152,249,188,103,112,193,014,107,279,311,278,306
155,271,152,249,188,103,112,193,014,107,279,311,278,306
155,271,152,249,188,103,112,193,014,108,280,311,278,306
155,271,152,249,188,103,112,193,014,108,280,311,278,306
155,271,152,249,188,103,112,193,014,108,280,311,278,306
155,271,152,249,188,103,113,193,014,108,280,311,278,306
155,271,152,249,188,104,113,193,014,108,280,311,278,306
155,271,152,249,188,104,113,193,014,108,280,311,278,306
155,271,152,249,188,104,113,193,014,108,280,311,278,306
155,271,152,249,188,104,113,193,014,108,280,311,278,306
155,271,152,249,188,104,113,193,014,108,280,311,278,306
155,271,152,249,188,104,113,193,014,108,280,311,278,306
155,271,152,250,188,104,113,193,014,108,280,311,278,306
155,271,152,250,188,104,113,193,014,108,280,311,278,306
156,271,152,250,188,104,113,193,014,108,280,311,278,306
156,271,152,250,188,104,113,193,014,108,280,311,278,307
156,271,152,250,188,104,113,193,014,108,280,311,278,307
156,272,152,250,188,104,114,193,014,109,280,311,278,307
156,272,152,250,188,104,114,193,015,109,280,312,278,307
156,272,152,250,188,104,114,193,015,109,280,312,278,307
156,272,152,250,188,104,114,193,015,109,280,312,278,307
156,272,152,250,188,104,114,193,015,109,280,312,278,307
156,272,152,250,188,104,114,193,015,109,280,312,278,307
156,272,152,250,189,104,114,193,015,109,280,312,278,307
156,272,152,250,189,104,114,193,015,109,280,312,278,307
156,272,152,250,189,104,115,193,015,109,280,312,278,307
156,272,152,250,189,104,115,193,015,109,280,312,278,307
156,272,153,250,189,104,115,193,015,109,280,312,278,307
156,272,153,250,189,104,115,193,015,109,280,312,278,307
156,272,153,250,189,104,115,193,015,109,280,312,278,307
156,272,153,250,189,104,115,193,015,109,280,312,278,307
156,272,153,250,189,104,115,193,015,109,280,312,278,307
156,272,153,250,189,104,115,193,015,109,280,312,278,307
156,272,153,250,189,104,116,193,015,109,280,312,278,307
156,272,153,250,189,104,116,194,015,109,280,312,278,307
156,272,153,250,189,104,116,194,015,109,280,312,278,307
156,272,153,250,189,104,116,194,015,109,281,312,278,307
156,272,153,250,189,105,116,194,015,109,281,312,278,307
156,272,153,250,189,105,116,194,015,109,281,312,278,308
157,272,153,250,190,105,116,194,015,109,281,312,278,308
157,272,153,251,190,105,116,194,015,109,281,312,278,308
157,272,153,251,190,105,116,194,015,109,281,312,278,308
157,272,153,251,190,105,116,194,015,109,281,312,278,308
157,272,153,251,190,105,116,194,015,109,281,312,278,308
157,272,153,251,190,105,117,194,016,109,281,312,278,308
157,272,153,251,190,105,117,194,016,109,281,312,278,308
157,272,153,251,190,105,117,194,016,109,281,312,278,308
157,273,153,251,190,105,118,194,016,109,281,312,278,308
157,273,153,251,190,105,118,194,016,110,281,312,278,308
157,273,153,251,190,105,118,194,016,110,281,312,278,308
157,273,153,251,190,105,118,194,016,110,281,312,278,308
157,273,153,251,190,105,118,194,016,110,281,312,278,308
157,273,153,251,190,105,118,194,016,110,281,312,278,308
157,273,153,251,190,105,118,194,016,111,281,312,278,308
157,273,153,251,190,105,118,194,016,111,281,312,278,308
157,273,153,251,190,105,118,194,016,111,281,312,278,308
157,273,153,251,190,105,118,194,016,111,281,312,278,308
157,273,154,251,190,105,118,194,016,111,281,312,278,308
157,273,154,251,190,105,118,194,016,111,281,312,278,308
157,273,154,251,190,105,118,194,016,111,281,312,278,308
157,273,154,251,190,105,118,194,016,111,281,313,278,308
158,273,154,251,190,105,118,194,016,111,281,313,278,308
158,273,154,251,190,105,118,194,016,111,281,313,278,308
158,273,154,251,190,106,118,194,016,111,281,313,278,308
158,273,154,251,190,106,118,194,016,111,281,313,278,308
158,273,154,251,190,106,118,194,016,111,281,313,278,308
158,273,154,251,191,106,118,195,016,111,281,313,278,308
158,274,154,251,191,106,118,195,016,111,281,314,278,308
158,274,154,251,191,106,118,195,016,111,281,314,278,308
158,274,154,251,191,106,118,195,016,111,281,314,278,308
158,274,154,251,191,107,119,195,016,111,281,314,278,308
158,274,154,251,191,107,119,195,016,111,281,314,278,308
158,274,154,251,191,107,119,195,016,111,281,314,278,308
158,274,154,251,191,107,119,195,016,111,281,314,278,308
158,274,154,251,191,107,119,195,016,112,281,314,278,308
158,274,154,251,191,107,119,195,016,112,281,314,278,308
158,274,154,251,191,107,119,195,016,112,281,314,278,308
158,274,154,251,191,107,119,195,016,112,281,314,278,308
158,274,154,251,191,107,120,195,016,112,281,314,278,308
158,274,154,251,191,107,120,195,016,112,281,314,278,308
158,274,154,251,191,107,120,195,016,112,281,314,278,308
158,274,154,251,191,107,120,195,016,112,281,314,278,308
158,274,154,251,191,107,120,195,016,112,282,314,278,308
158,274,154,251,191,108,120,195,016,112,282,314,278,308
158,274,154,251,191,108,120,195,017,112,282,314,278,308
158,274,155,251,191,108,120,195,017,112,282,314,278,308
158,274,155,251,191,108,120,195,017,112,282,314,278,308
158,275,155,251,191,108,120,195,017,112,282,314,278,308
158,275,155,251,191,108,120,195,017,112,282,314,278,308
158,275,155,251,191,108,120,195,017,112,282,314,278,308
159,275,155,251,191,108,120,195,017,113,282,314,278,308
159,275,155,251,191,108,120,195,017,113,282,314,278,308
159,275,155,251,191,108,120,195,017,113,282,314,278,308
159,275,155,251,191,108,121,195,017,113,282,314,279,308
159,275,155,251,191,108,121,195,017,113,282,314,279,308
159,275,155,251,191,108,121,195,017,113,282,314,279,308
159,275,155,251,191,108,121,195,018,113,282,314,279,308
159,275,155,251,191,108,121,195,018,113,282,314,279,309
159,275,155,251,191,108,121,195,018,113,282,314,279,309
159,275,155,251,191,108,121,195,018,114,282,314,279,309
159,275,155,251,191,108,121,196,018,114,282,314,279,309
159,275,155,251,191,108,121,196,018,114,282,314,279,309
159,275,155,251,191,108,121,196,018,114,282,314,279,309
159,275,155,251,191,108,121,196,018,114,282,314,279,309
159,275,155,251,191,108,121,196,018,114,282,314,279,309
159,275,155,251,191,108,121,196,018,114,282,314,279,309
160,275,155,251,191,108,121,196,018,115,282,315,279,309
160,275,155,251,192,108,121,196,018,115,282,315,279,309
160,275,155,252,192,108,121,196,018,115,283,315,279,309
160,275,155,252,192,108,121,196,018,115,283,315,279,309
160,275,155,252,192,109,121,196,018,115,283,315,279,309
160,275,155,252,192,109,121,196,019,115,283,315,279,309
160,275,155,252,192,109,121,196,019,115,283,315,279,309
160,275,155,252,192,109,121,196,019,115,283,315,279,309
160,276,155,252,192,109,122,196,019,115,283,315,279,309
160,276,155,252,192,109,122,196,019,116,283,315,279,309
160,276,155,252,192,109,122,196,019,116,283,315,279,309
160,276,155,252,192,109,122,196,019,116,283,316,279,309
160,276,155,252,192,109,122,196,019,116,283,316,279,309
160,276,155,252,192,109,122,196,019,116,283,316,279,309
160,276,155,252,192,109,122,196,019,116,283,316,279,309
160,277,156,252,192,109,122,196,019,116,283,316,279,309
160,277,156,252,192,109,122,196,019,116,283,316,279,309
160,277,156,252,192,109,123,196,019,116,283,316,279,309
160,277,156,252,192,109,123,196,019,116,283,316,279,309
160,277,156,252,192,109,123,196,019,116,283,316,279,309
160,277,156,252,192,109,123,196,019,116,283,316,279,309
160,277,156,252,193,109,123,196,019,116,285,316,279,309
160,277,156,252,193,109,123,197,019,116,285,317,279,309
160,277,156,252,193,109,123,197,019,116,285,317,279,309
160,277,156,252,193,109,123,197,019,116,285,317,279,309
160,277,156,252,193,109,123,197,019,116,285,317,279,309
160,277,156,252,193,109,123,197,019,116,285,317,279,309
160,277,156,252,193,110,123,197,019,116,285,317,279,309
160,277,156,252,193,110,123,197,019,116,285,317,279,309
161,277,156,252,193,110,124,197,019,117,285,317,279,309
161,277,156,252,193,110,124,197,019,117,285,317,279,309
161,277,156,252,193,110,124,197,019,117,285,317,279,309
161,278,156,252,193,110,124,197,019,118,285,317,279,309
161,278,156,252,193,110,124,197,019,118,285,317,279,309
161,278,156,252,193,110,124,197,019,118,285,317,279,309
161,278,156,252,193,110,124,197,019,118,285,317,279,309
161,278,156,252,193,110,124,197,019,118,285,317,279,309
161,279,156,252,193,110,124,197,019,118,285,317,279,309
161,279,156,252,193,110,124,197,019,118,285,317,279,309
161,279,156,252,193,110,124,197,019,118,285,317,279,309
161,279,156,252,193,110,124,197,019,118,285,317,279,309
161,279,156,252,193,110,124,197,019,118,285,317,279,310
161,279,156,252,193,110,124,197,019,118,285,317,279,310
161,279,156,252,193,110,124,197,019,118,285,317,279,310
161,279,156,252,193,110,125,197,020,118,285,317,279,310
161,279,156,252,193,110,125,197,020,118,285,317,279,310
161,279,156,252,193,110,125,197,020,118,285,317,279,310
161,279,156,252,193,110,125,197,020,118,285,317,279,310
162,279,156,253,193,110,125,197,020,118,285,317,279,310
162,279,156,253,193,110,125,198,020,118,285,317,279,310
162,279,156,253,193,110,125,198,020,118,285,317,279,310
162,279,157,253,193,110,125,198,020,118,285,317,279,310
162,279,157,253,194,110,125,198,020,118,285,317,279,310
162,279,157,253,194,110,125,198,020,118,285,317,279,310
162,279,157,253,194,110,125,198,020,118,285,317,279,310
162,279,157,253,194,110,125,198,020,118,285,317,279,310
162,279,157,253,194,110,125,198,020,118,285,317,279,310
162,279,157,253,194,110,125,198,020,118,285,317,279,310
163,279,157,253,194,110,125,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,126,198,020,119,285,317,279,310
163,279,157,253,194,110,127,198,020,120,285,317,280,310
163,280,157,253,194,110,127,198,020,120,285,317,280,310
163,280,157,253,194,110,127,198,020,120,285,317,280,310
163,280,157,253,194,111,127,198,020,120,285,317,280,310
163,280,157,253,194,111,127,198,020,120,285,317,280,310
163,280,157,253,195,111,127,198,020,120,285,317,280,310
163,280,157,253,195,111,128,198,020,120,285,317,280,310
164,281,157,253,195,111,128,198,020,120,285,317,280,310
164,281,157,253,195,111,128,198,020,120,285,317,280,310
164,281,157,253,195,111,128,198,020,120,285,317,280,310
164,281,157,253,195,111,128,198,020,120,285,317,280,310
164,281,157,253,195,111,128,198,020,120,285,317,280,310
164,281,157,253,195,111,128,198,020,120,285,317,280,310
164,281,157,253,195,111,128,198,020,120,285,317,280,310
164,281,157,253,195,111,129,198,020,120,285,317,280,310
164,281,157,253,195,111,129,198,020,120,285,317,280,310
164,281,157,253,195,111,129,198,020,121,285,317,280,310
164,281,157,253,195,111,129,198,020,121,285,317,280,310
164,281,157,253,195,111,129,198,020,121,285,317,280,310
164,281,157,253,195,111,129,198,020,121,285,317,280,310
164,281,157,253,195,111,129,198,020,121,285,318,280,310
164,282,157,253,195,111,130,199,020,121,285,318,280,310
164,282,157,253,195,111,130,199,020,121,285,318,280,310
164,282,157,253,195,111,130,199,020,121,285,318,280,310
164,282,157,253,195,111,130,199,020,121,285,318,280,310
164,282,157,253,195,111,131,199,020,121,285,318,280,310
164,282,157,253,195,111,131,199,020,121,285,318,280,310
164,282,157,253,195,111,131,199,020,121,285,318,280,310
164,282,158,253,195,111,131,199,020,121,285,318,280,310
164,282,158,253,195,111,131,199,020,121,285,318,280,310
164,282,158,253,195,111,131,199,020,121,285,318,280,310
164,282,158,253,195,111,131,199,020,122,285,318,280,310
164,282,158,253,195,111,131,199,020,122,285,318,280,310
164,282,158,253,196,111,131,199,020,122,285,318,280,310
165,282,158,253,196,111,132,199,020,122,285,318,280,310
165,282,158,253,196,111,132,199,020,122,285,318,280,310
165,282,158,253,196,111,132,199,020,122,285,318,280,310
165,282,158,253,196,111,132,199,020,123,286,318,281,310
165,282,158,253,196,111,132,199,020,123,286,318,281,310
165,282,158,254,196,111,132,199,020,123,286,318,281,310
165,282,158,254,196,111,132,199,020,123,286,318,281,310
165,282,158,254,196,111,132,199,020,123,286,318,281,310
165,282,158,254,196,111,132,199,020,123,286,318,281,310
165,282,158,254,196,111,132,199,020,123,286,318,281,310
165,282,158,254,196,111,132,199,020,123,286,318,281,310
165,282,158,254,196,111,133,199,020,123,286,318,281,310
165,282,158,254,196,111,133,199,020,124,286,318,281,310
165,282,158,254,196,111,133,200,020,124,286,318,281,310
165,282,158,254,196,111,133,200,020,124,286,318,281,310
165,282,158,254,196,111,133,200,020,124,286,318,281,310
165,282,158,254,196,111,134,200,020,124,286,318,281,310
165,282,158,254,196,111,134,200,020,124,286,318,281,310
165,282,158,254,196,111,134,200,020,124,286,318,281,310
166,282,158,254,196,111,134,200,020,124,286,318,281,310
166,282,158,254,196,111,134,200,020,124,286,318,281,310
166,282,158,254,196,111,135,200,020,125,286,318,281,310
166,283,158,254,196,111,135,200,020,125,286,318,281,310
166,283,158,254,196,111,135,200,020,125,286,318,281,310
166,283,158,254,197,111,135,200,020,125,286,318,281,310
166,283,159,254,197,111,135,200,020,125,286,318,281,310
166,283,159,254,197,111,135,200,020,125,286,318,281,310
166,283,159,254,197,111,135,200,020,125,286,318,281,310
166,283,159,254,197,111,135,200,020,126,286,318,281,310
166,283,159,254,197,111,135,200,020,126,286,318,281,310
167,283,159,254,197,111,136,200,020,126,286,318,281,310
167,283,159,254,197,111,136,200,020,126,286,318,281,310
167,283,159,254,197,111,136,200,020,126,286,318,281,310
167,283,159,254,197,111,137,200,020,126,286,318,281,310
167,283,159,254,197,111,137,200,020,126,286,318,281,310
167,283,159,254,197,111,137,200,020,126,286,318,281,310
167,284,159,254,197,111,138,200,020,126,286,318,281,310
167,284,159,254,197,111,139,200,020,126,286,318,281,311
167,284,159,254,197,111,139,200,020,126,286,318,281,311
167,284,159,254,197,111,139,200,020,127,286,318,281,311
167,284,159,254,197,111,139,201,021,127,286,318,281,311
167,284,159,254,197,111,139,201,021,127,286,318,281,311
167,284,159,254,197,111,139,201,021,128,286,318,281,311
167,284,159,254,198,111,139,201,021,128,286,318,281,311
167,284,159,255,198,111,139,201,021,129,286,319,281,311
167,284,159,255,198,111,139,201,021,129,286,319,281,311
167,284,159,255,198,111,140,201,021,129,286,319,281,311
168,284,159,255,198,111,140,201,021,129,286,319,281,311
168,284,159,255,198,111,141,201,021,129,286,319,281,311
168,284,160,255,198,111,141,201,021,129,286,319,281,311
168,284,160,255,198,111,141,201,021,129,286,319,281,311
168,284,160,255,198,111,141,201,021,129,286,319,282,311
168,284,160,255,198,111,141,201,021,129,286,319,282,311
168,284,160,255,198,112,142,201,021,129,286,319,282,311
168,284,160,255,198,112,142,201,021,129,286,319,282,311
168,284,160,255,198,112,142,201,021,129,286,319,282,311
168,284,160,255,198,112,142,201,021,130,286,319,282,311
168,284,160,255,198,112,143,201,021,130,286,319,282,311
168,284,160,255,198,112,144,201,021,130,286,319,282,311
168,284,160,255,198,112,144,201,021,130,286,319,282,311
168,285,160,255,198,112,144,201,021,130,286,319,282,311
168,285,160,255,198,112,144,201,021,130,286,319,282,311
168,285,160,255,198,112,144,201,021,130,286,319,282,311
168,285,160,255,198,112,145,201,021,130,286,319,282,311
168,285,160,255,198,112,146,201,021,130,286,319,282,311
168,285,160,255,198,112,146,201,021,131,286,319,282,311
168,285,160,255,198,112,146,201,021,131,286,319,282,312
168,285,160,255,198,112,146,201,022,131,286,319,282,312
169,285,160,255,198,112,146,201,022,131,286,319,282,312
169,285,160,255,198,112,147,202,022,131,286,319,282,312
169,285,160,255,198,112,147,202,022,131,286,319,282,312
169,285,160,255,198,113,147,202,022,131,286,319,282,312
169,285,160,255,199,113,147,202,022,131,286,319,282,312
169,285,160,255,199,113,148,202,022,131,286,319,282,312
169,286,160,255,199,113,148,202,022,131,286,319,282,312
169,286,160,255,199,113,148,202,022,131,286,319,282,312
169,286,161,255,199,113,148,202,022,132,286,319,282,312
169,286,161,255,199,113,149,202,022,132,286,319,282,312
169,286,161,255,199,113,150,202,022,132,286,319,282,312
169,286,161,255,199,114,150,202,022,132,286,319,282,312
169,286,161,255,199,114,151,202,022,133,286,319,282,312
169,286,161,255,199,114,151,202,022,133,286,319,282,312
169,286,161,255,199,114,151,202,022,134,286,319,282,312
169,286,161,255,199,114,152,202,022,134,286,319,282,312
169,286,161,255,199,114,152,202,022,134,286,319,282,312
169,286,161,255,199,114,153,202,022,134,287,319,282,312
169,286,161,255,199,114,153,202,022,134,287,319,282,312
169,286,161,255,199,114,153,202,022,134,287,320,282,312
170,286,161,255,199,114,153,202,022,135,287,320,282,312
170,286,161,255,199,114,154,202,022,135,287,320,282,312
170,286,161,255,199,114,154,202,022,135,287,320,282,312
170,286,161,255,199,114,155,202,022,135,287,320,282,312
170,286,161,255,199,114,156,202,022,135,287,320,282,312
170,286,161,255,200,114,156,202,022,136,287,320,282,312
170,287,161,255,200,114,158,202,022,136,287,320,282,312
170,287,161,255,200,114,161,202,022,137,287,320,282,312
170,287,161,255,200,114,170,202,022,137,287,320,282,312
170,287,161,256,200,114,298,202,022,138,287,320,282,312
170,287,161,256,200,114,303,202,022,139,287,320,282,312
170,287,161,256,200,114,304,202,022,139,287,320,282,312
170,287,161,256,200,114,304,202,022,139,287,320,282,312
170,288,161,256,200,114,304,203,022,139,287,320,282,312
170,288,161,256,200,114,304,203,022,139,287,320,282,312
170,288,161,256,200,114,304,203,022,139,287,320,282,312
170,288,161,256,200,114,304,203,023,139,287,320,282,312
170,288,161,256,200,114,304,203,023,140,287,320,282,312
170,288,161,256,200,114,305,203,023,141,287,320,282,312
170,288,161,256,200,115,308,203,023,141,287,320,282,312
170,289,161,256,200,115,310,203,023,141,287,320,282,312
170,289,161,256,200,115,312,203,023,141,287,320,282,312
170,289,162,256,200,115,313,203,023,141,287,320,282,312
170,289,162,256,200,115,314,203,023,141,287,320,282,312
170,289,162,256,200,115,318,203,023,141,287,320,282,312
170,289,162,256,200,115,318,203,023,142,287,320,282,312
170,289,162,256,200,115,319,203,023,143,287,320,282,312
170,290,162,256,201,115,319,203,023,143,287,320,282,312
170,290,162,256,201,115,320,203,023,143,287,320,282,312
170,290,162,256,201,115,320,203,023,146,287,320,282,312
170,290,162,256,201,115,320,203,023,146,287,320,282,313
170,290,162,256,201,115,320,203,023,146,287,320,282,313
170,290,162,256,201,115,322,203,023,147,287,320,282,313
170,290,162,256,201,115,322,203,023,148,287,320,282,313
170,290,162,256,201,115,322,203,023,148,287,320,282,313
170,290,162,256,201,115,324,203,023,148,287,320,282,313
170,290,162,256,201,115,324,203,023,151,287,320,282,313
170,290,162,256,201,115,325,203,023,152,287,320,282,313
170,290,162,256,201,115,325,203,023,154,287,320,282,313
170,290,162,256,201,115,326,203,023,155,287,320,282,313
170,290,163,256,201,115,328,203,023,156,287,320,282,313
170,290,163,256,201,115,330,203,023,157,287,320,282,313
170,290,163,256,201,115,331,203,023,164,287,320,282,313
170,290,163,256,201,116,331,203,023,167,287,320,282,313
170,290,163,256,201,116,332,203,023,291,287,320,282,313
170,291,163,256,201,116,332,203,023,294,287,320,282,313
170,291,163,256,201,116,332,203,023,315,287,320,282,313
170,291,163,256,201,116,332,203,024,321,287,320,282,313
171,291,163,256,201,116,332,204,024,324,287,320,282,313
171,291,163,256,201,117,332,204,024,326,287,320,282,313
171,291,163,256,202,117,332,204,024,326,287,320,282,313
171,291,163,256,202,117,335,204,024,328,287,320,282,313
171,291,163,256,202,117,336,204,024,330,287,320,282,313
171,291,163,256,202,117,336,204,024,330,287,320,282,313
171,291,163,256,202,117,336,204,024,331,287,320,282,313
171,291,163,256,202,117,336,204,024,331,287,320,282,313
171,291,163,257,202,117,336,204,024,332,287,320,282,313
171,291,163,257,202,117,336,204,024,332,287,320,282,313
